LicenseSerialNumber,LicenseTypeName,LicenseClassCode,LicenseTypeCode,AgencyZoneOfficeName,AgencyZoneOfficeNumber,CountyNameLicensee,PremisesName,DBA,Address1,Address2,City,State,Zip,LicenseCertificateNumber,LicenseOriginalIssueDate,LicenseEffectiveDate,LicenseExpirationDate,Latitude,Longitude,Location,add
1029473,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,TASTE ME CONCEPTS LTD,FISH,280 BLEECKER STREET,,NEW YORK,NY,10014,817338,10/29/1998,10/1/2015,9/30/2017,40.73171588,-74.00335129,"(40.73171588, -74.00335129)",280 BLEECKER STREET   NEW YORK   10014
1029488,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,Y & S INTERNATIONAL CORP,RAMEN-YA,181 W 4TH ST,,NEW YORK,NY,10014,817009,10/8/1999,10/1/2015,9/30/2017,40.73250296,-74.00173857,"(40.73250296, -74.00173857)",181 W 4TH ST   NEW YORK   10014
1029493,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,176 7TH AVENUE PIZZA LTD,,176 180 7TH AVENUE SOUTH,,NEW YORK,NY,10014,816778,9/10/1992,9/1/2015,8/31/2017,40.73587063,-74.00158872,"(40.73587063, -74.00158872)",176 180 7TH AVENUE SOUTH   NEW YORK   10014
1029497,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,276 8 PIZZA CORPORATION,JOHNS PIZZA,276 278 BLEECKER ST,,NEW YORK,NY,10014,829173,,7/1/2015,6/30/2017,40.73169862,-74.00334124,"(40.73169862, -74.00334124)",276 278 BLEECKER ST   NEW YORK   10014
1029504,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,ABITINO PIZZA & REST II,ABITINO'S PIZZA,733 2ND AVENUE,,NEW YORK,NY,10016,828893,6/1/1994,6/1/2015,5/31/2017,40.74809624,-73.97353765,"(40.74809624, -73.97353765)",733 2ND AVENUE   NEW YORK   10016
1029505,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,AIDA RESTAURANT CORP,MISHIMA RESTAURANT,164 LEXINGTON AVE,,NEW YORK,NY,10016,829876,11/10/1987,11/20/2015,10/31/2017,40.74401721,-73.98144654,"(40.74401721, -73.98144654)",164 LEXINGTON AVE   NEW YORK   10016
1029524,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,G K G RESTAURANT INC,SCOTTY'S DINER,336 LEXINGTON AVENUE,,NEW YORK,NY,10016,829044,7/2/1991,7/1/2015,6/30/2017,40.74964397,-73.97740887,"(40.74964397, -73.97740887)",336 LEXINGTON AVENUE   NEW YORK   10016
1029534,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,K & J GROCERY INC,BONO'S CAFE,35 EAST 28TH ST,MADISON & PARK AVENUES,NEW YORK,NY,10016,829192,7/3/1997,7/1/2015,6/30/2017,40.74392102,-73.98535621,"(40.74392102, -73.98535621)",35 EAST 28TH ST   NEW YORK   10016
1029560,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,PONGAL INC,PONGAL,110 LEXINGTON AVENUE,,NEW YORK,NY,10016,816700,9/26/1997,9/1/2015,8/31/2017,40.74238445,-73.98271687,"(40.74238445, -73.98271687)",110 LEXINGTON AVENUE   NEW YORK   10016
1029561,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,RESTAURANT ANDES INC,HAN GA WI,12 E 32ND STREET,,NEW YORK,NY,10016,817434,12/19/1994,12/1/2015,11/30/2017,40.74676016,-73.98472941,"(40.74676016, -73.98472941)",12 E 32ND STREET   NEW YORK   10016
1029562,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,RESTAURANT ASSOCIATES INC,,365 5TH AVENUE,,NEW YORK,NY,10016,827111,,1/1/2015,12/31/2016,40.74886311,-73.98411329,"(40.74886311, -73.98411329)",365 5TH AVENUE   NEW YORK   10016
1029563,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,RESTAURANT ASSOCIATES INC,,365 5TH AVE,8TH & 9TH FLOORS,NEW YORK,NY,10016,827119,1/31/2000,1/1/2015,12/31/2016,40.74889139,-73.98417518,"(40.74889139, -73.98417518)",365 5TH AVE   NEW YORK   10016
1029588,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,V BROTHERS INC,TOWNHOUSE CAFE,696 2ND AVE,37TH & 38TH STREETS,NEW YORK,NY,10016,829439,8/25/1998,8/1/2015,7/31/2017,40.7470311,-73.97414048,"(40.7470311, -73.97414048)",696 2ND AVE   NEW YORK   10016
1029600,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,CAFE SPICE GCT INC,CAFE SPICE,109 E 42ND ST,GRAND CENT TERM L C 33,NEW YORK,NY,10017,829904,11/26/2008,12/1/2015,11/30/2017,40.75203,-73.97632,"(40.75203, -73.97632)",109 E 42ND ST   NEW YORK   10017
1029635,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SUSHI YASUDA LTD,,204 EAST 43RD ST,AKA 205 E 42ND ST,NEW YORK,NY,10017,829954,12/6/1999,12/2/2015,11/30/2017,40.75141368,-73.97385247,"(40.75141368, -73.97385247)",204 EAST 43RD ST   NEW YORK   10017
1029684,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,TAFT FOOD COURT LLC,TADS STEAK / PIZZA HUT&NATHAN'S FAMOUS,761 779 7TH AVE,AKA 155 161 W 50TH ST,NEW YORK,NY,10018,828162,6/30/1999,6/1/2015,5/31/2017,40.76153575,-73.98286725,"(40.76153575, -73.98286725)",761 779 7TH AVE   NEW YORK   10018
1029705,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BOMBAY MASALA INC,BOMBAY MASALA,148 W 49TH ST - 2ND FLR,,NEW YORK,NY,10019,829913,11/20/1992,12/1/2015,11/30/2017,40.75945746,-73.98131069,"(40.75945746, -73.98131069)",148 W 49TH ST - 2ND FLR   NEW YORK   10019
1029715,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,GEORGE & FRANKS JAPANESE NOODLE RESTAURANT INC,SAPPORO RESTAURANT,152 W 49TH STREET,,NEW YORK,NY,10019,827825,,3/1/2015,2/28/2017,40.75948713,-73.98153063,"(40.75948713, -73.98153063)",152 W 49TH STREET   NEW YORK   10019
1029726,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,JASON & JOHN FOOD CORP,CROWN DELI,1674 BROADWAY,,NEW YORK,NY,10019,817063,10/11/1996,10/1/2015,9/30/2017,40.762949,-73.98298768,"(40.762949, -73.98298768)",1674 BROADWAY   NEW YORK   10019
1029779,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,101 WEST 55TH RESTAURANT INC,ASTRO RESTAURANT,1361 AVENUE OF THE AMERICAS,,NEW YORK,NY,100193811,829209,7/7/1992,7/1/2015,6/30/2017,40.76308273,-73.97817411,"(40.76308273, -73.97817411)",1361 AVENUE OF THE AMERICAS   NEW YORK   100193811
1029782,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MAJESTIC EATERY INC,MAJESTIC CAFE,200 W 50TH STREET,,NEW YORK,NY,10019,829179,6/19/1996,6/16/2015,5/31/2017,40.76140786,-73.9841424,"(40.76140786, -73.9841424)",200 W 50TH STREET   NEW YORK   10019
1029787,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,861 RESTAURANT INC,PARK CAFE,861 7TH AVENUE,,NEW YORK,NY,10019,828000,3/6/1991,3/5/2015,2/28/2017,40.76428801,-73.98083079,"(40.76428801, -73.98083079)",861 7TH AVENUE   NEW YORK   10019
1029796,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,AGRA RESTAURANT INC,,807 LEXINGTON AVENUE,,NEW YORK,NY,10021,827793,12/8/1982,3/1/2015,2/28/2017,40.76422034,-73.96663763,"(40.76422034, -73.96663763)",807 LEXINGTON AVENUE   NEW YORK   10021
1029797,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,ANGELO VIVOLO RESTAURANT ASSOCIATES INC,CUCINA VIVOLO,138 E 74TH STREET,,NEW YORK,NY,10021,817135,,10/1/2015,9/30/2017,40.77175439,-73.96145386,"(40.77175439, -73.96145386)",138 E 74TH STREET   NEW YORK   10021
1029818,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,DELIZIA RESTAURANT CORP,DELIZIA RESTAURANT & PIZZA,1374 1ST AVENUE,,NEW YORK,NY,10021,827899,11/18/1983,3/1/2015,2/28/2017,40.76868096,-73.95525467,"(40.76868096, -73.95525467)",1374 1ST AVENUE   NEW YORK   10021
1029826,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,FAMOUS ITALIAN VILLAGE INC,FAMOUS ITALIAN VILLAGE PIZZERIA,1526 1ST AVENUE,,NEW YORK,NY,10021,829457,8/14/1987,8/1/2015,7/31/2017,40.77264283,-73.95236272,"(40.77264283, -73.95236272)",1526 1ST AVENUE   NEW YORK   10021
1029828,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,GENIOR INC,SETTE MEZZO,969 LEXINGTON AVENUE,,NEW YORK,NY,10021,828527,5/17/1989,5/1/2015,4/30/2017,40.76927186,-73.9629479,"(40.76927186, -73.9629479)",969 LEXINGTON AVENUE   NEW YORK   10021
1029833,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,HEALTHY CANDLE CAFE INC,CANDLE CAFE,1307 3RD AVENUE,,NEW YORK,NY,10021,827812,,3/1/2015,2/28/2017,40.77158353,-73.95916556,"(40.77158353, -73.95916556)",1307 3RD AVENUE   NEW YORK   10021
1029838,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,INVERIGO CONSULTANTS INC,MEZZALUNA ASSOCIATES,1295 3RD AVENUE,,NEW YORK,NY,10021,827727,7/11/1984,3/1/2015,2/28/2017,40.77122374,-73.95942448,"(40.77122374, -73.95942448)",1295 3RD AVENUE   NEW YORK   10021
1029840,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,J A V FOOD CORP,AGATA & VALENTINA,1505 1ST AVENUE,,NEW YORK,NY,10021,827745,3/18/2009,3/1/2015,2/28/2017,40.7722247,-73.95282381,"(40.7722247, -73.95282381)",1505 1ST AVENUE   NEW YORK   10021
1029849,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,LEXINGTON PIZZA & REST INC,ORIGINAL RAYS PIZZA REST,811 LEXINGTON AVENUE,,NEW YORK,NY,10021,827594,,2/1/2015,1/31/2017,40.76435029,-73.96653986,"(40.76435029, -73.96653986)",811 LEXINGTON AVENUE   NEW YORK   10021
1029858,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MESKOURIS BROS INC,JACKSON'S HOLE,232 E 64TH STREET,,NEW YORK,NY,10065,827702,2/26/2009,3/1/2015,2/28/2017,40.7643035,-73.96357174,"(40.7643035, -73.96357174)",232 E 64TH STREET   NEW YORK   10065
1029870,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,OLIMPIST TURKISH INC,USKUDAR,1405 2ND AVE,,NEW YORK,NY,10021,829968,12/19/1996,12/4/2015,11/30/2017,40.76962344,-73.95774821,"(40.76962344, -73.95774821)",1405 2ND AVE   NEW YORK   10021
1029891,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SOMICH DELI INC,PJ BERNSTEINS,1215 3RD AVENUE,,NEW YORK,NY,10021,827576,7/15/1983,3/1/2015,2/28/2017,40.76871351,-73.96125875,"(40.76871351, -73.96125875)",1215 3RD AVENUE   NEW YORK   10021
1029896,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,TOBARI NEW YORK INC,SUSHI OF GARI,402 E 78TH STREET,,NEW YORK,NY,10021,829502,12/19/1996,12/1/2015,11/30/2017,40.77129938,-73.95249616,"(40.77129938, -73.95249616)",402 E 78TH STREET   NEW YORK   10021
1029922,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,AREVAL CORP,LA GIOCONDA,226 E 53RD STREET,EAST STORE,NEW YORK,NY,10022,827319,,1/1/2015,12/31/2016,40.75737946,-73.96879718,"(40.75737946, -73.96879718)",226 E 53RD STREET   NEW YORK   10022
1029932,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BLOOMINGDALES INC,FORTY CARROTS,1000 3RD AVE 7TH FL,,NEW YORK,NY,10022,817139,10/27/1992,10/1/2015,9/30/2017,40.76191669,-73.96638506,"(40.76191669, -73.96638506)",1000 3RD AVE 7TH FL   NEW YORK   10022
1029937,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BUKHARA INDIAN CUISINE INC,BASERA,357 E 50TH ST,,NEW YORK,NY,10022,817130,10/27/1993,10/1/2015,9/30/2017,40.75434617,-73.96714461,"(40.75434617, -73.96714461)",357 E 50TH ST   NEW YORK   10022
1029942,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,CO IDEA INC,FAMOUS ORIGINAL JOHN & TONYS,351 E 60TH STREET,,NEW YORK,NY,10022,827184,,1/1/2015,12/31/2016,40.76057158,-73.96216428,"(40.76057158, -73.96216428)",351 E 60TH STREET   NEW YORK   10022
1029977,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,NEW YORK HOSPITALITY GROUP INC,LE BATEAU IVRE,230 E 51ST ST EAST STORE,,NEW YORK,NY,10022,817365,5/28/2004,12/1/2015,11/30/2017,40.75609592,-73.96962098,"(40.75609592, -73.96962098)",230 E 51ST ST EAST STORE   NEW YORK   10022
1029994,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,TOMPETE FOOD CORP,NEW YORK LUNCHEONETTE,135 E 50TH ST,,NEW YORK,NY,10022,829966,12/29/1999,12/3/2015,11/30/2017,40.75643983,-73.97207614,"(40.75643983, -73.97207614)",135 E 50TH ST   NEW YORK   10022
1030018,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,HELEDONA INC,,200 W 60TH STREET,,NEW YORK,NY,10023,816792,9/25/1997,9/1/2015,8/31/2017,40.77100462,-73.98718709,"(40.77100462, -73.98718709)",200 W 60TH STREET   NEW YORK   10023
1030020,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,LEMONIA RESTAURANT CORP,UTOPIA RESTAURANT,267 AMSTERDAM AVENUE,,NEW YORK,NY,10023,827596,5/2/1984,3/1/2015,2/28/2017,40.77884135,-73.9813534,"(40.77884135, -73.9813534)",267 AMSTERDAM AVENUE   NEW YORK   10023
1030041,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,138 WEST 72ND GROCERS INC,FINE & SCHAPIRO,138 W 72ND STREET,,NEW YORK,NY,10023,828439,5/24/1991,5/1/2015,4/30/2017,40.7779279,-73.98015213,"(40.7779279, -73.98015213)",138 W 72ND STREET   NEW YORK   10023
1030077,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,ORIGINAL RAYS INC,FAMOUS ORGINAL RAYS PIZZA,462 COLUMBUS AVENUE,,NEW YORK,NY,10024,827801,,3/1/2015,2/28/2017,40.78400392,-73.97405793,"(40.78400392, -73.97405793)",462 COLUMBUS AVENUE   NEW YORK   10024
1030081,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,P & C REST GROUP OF MANHATTAN INC,CAFE 82,2282 BROADWAY,,NEW YORK,NY,10024,827103,,1/1/2015,12/31/2016,40.78580576,-73.97831232,"(40.78580576, -73.97831232)",2282 BROADWAY   NEW YORK   10024
1030120,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,H & F SHOJI INC,MANA,646 AMSTERDAM AVENUE,,NEW YORK,NY,10025,827181,2/8/2012,1/1/2015,12/31/2016,NA,NA,,646 AMSTERDAM AVENUE   NEW YORK   10025
1030133,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MILL KOREAN REST INC,MILL KOREAN REST,2895 BROADWAY,,NEW YORK,NY,10025,827398,,2/1/2015,1/31/2017,40.80599697,-73.9655731,"(40.80599697, -73.9655731)",2895 BROADWAY   NEW YORK   10025
1030141,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SACROP RESTAURANT CORP,TAQUERIA Y FONDA LA MEXICANA,968 AMSTERDAM AVE,,NEW YORK,NY,10025,829644,,11/1/2015,10/31/2017,40.80146818,-73.96495547,"(40.80146818, -73.96495547)",968 AMSTERDAM AVE   NEW YORK   10025
1030158,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,2641 RESTAURANT CORP,,2641 BROADWAY,,NEW YORK,NY,10025,827721,1/28/2002,3/1/2015,2/28/2017,40.79730084,-73.9700571,"(40.79730084, -73.9700571)",2641 BROADWAY   NEW YORK   10025
1030179,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,NABIN RESTAURANT INC,NABIN RESTAURANT,1237 AMSTERDAM AVENUE,,NEW YORK,NY,10027,827763,3/19/1992,3/1/2015,2/28/2017,40.80989456,-73.9587176,"(40.80989456, -73.9587176)",1237 AMSTERDAM AVENUE   NEW YORK   10027
1030193,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,CARRIAGE PARTNERS LP,CARRIAGE PARTN LTD GP & 6 LPS,251 E 82ND STREET,,NEW YORK,NY,10028,817257,,10/1/2015,9/30/2017,40.7757896,-73.95468062,"(40.7757896, -73.95468062)",251 E 82ND STREET   NEW YORK   10028
1030200,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,S F V CORP,MIMI'S,1248 LEXINGTON AVE,,NEW YORK,NY,10028,827175,,1/1/2015,12/31/2016,40.77855691,-73.95624867,"(40.77855691, -73.95624867)",1248 LEXINGTON AVE   NEW YORK   10028
1030204,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,E A T IS OWNED BY ELI ZABAR INC,,1064 MADISON AVENUE,,NEW YORK,NY,10028,827693,6/6/1983,3/1/2015,2/28/2017,40.77743235,-73.96137499,"(40.77743235, -73.96137499)",1064 MADISON AVENUE   NEW YORK   10028
1030220,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,KEDROS LTD,HIGHLANDS CAFE & RESTAURANT,1505 3RD AVENUE,AKA 200 E 85 STREET,NEW YORK,NY,10028,817212,10/14/1997,10/1/2015,9/30/2017,40.77795872,-73.95450343,"(40.77795872, -73.95450343)",1505 3RD AVENUE   NEW YORK   10028
1030230,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,NECTAR RESTAURANT CORP,NECTAR REST,24 26 E 82ND STREET,AKA 1089 92 MADISON AVE,NEW YORK,NY,10028,829805,11/18/2010,11/13/2015,10/31/2017,40.7784777,-73.96135893,"(40.7784777, -73.96135893)",24 26 E 82ND STREET   NEW YORK   10028
1030233,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,NONNA ROSA PIZZA INC,GINOS PIZZA,345 E 83RD ST,WEST STORE,NEW YORK,NY,10028,817080,,10/1/2015,9/30/2017,40.77546066,-73.95208772,"(40.77546066, -73.95208772)",345 E 83RD ST   NEW YORK   10028
1030239,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,S C A RESTAURANT CORP,ERMINA RESTAURANT,250 E 83RD STREET,,NEW YORK,NY,10028,817150,,10/1/2015,9/30/2017,40.77632951,-73.95428929,"(40.77632951, -73.95428929)",250 E 83RD STREET   NEW YORK   10028
1030254,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,1134 MADISON AVENUE REST CORP,NEW AMITY COFFEE SHOP,1134 MADISON AVENUE,,NEW YORK,NY,10028,816858,,9/1/2015,8/31/2017,40.77969579,-73.95970452,"(40.77969579, -73.95970452)",1134 MADISON AVENUE   NEW YORK   10028
1030270,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,EUN SOOK CHU,,2006 3RD AVENUE,,NEW YORK,NY,10029,828320,,5/1/2015,4/30/2017,40.79425192,-73.94279994,"(40.79425192, -73.94279994)",2006 3RD AVENUE   NEW YORK   10029
1030293,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,METROPOLITAN FOOD SERVICE INC,,160 CONVENT AVE,138TH STREET & CONVENT AVE,NEW YORK,NY,10031,816505,,8/1/2015,7/31/2017,40.81953,-73.95005,"(40.81953, -73.95005)",160 CONVENT AVE   NEW YORK   10031
1030306,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,ALTAGRACIA MARRERO,LA CARIDAD RESTAURANT #2,2092 AMSTERDAM AVENUE,,NEW YORK,NY,10032,826993,5/31/1995,5/1/2014,4/30/2016,NA,NA,,2092 AMSTERDAM AVENUE   NEW YORK   10032
1030334,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,GALICIA SEGUNDO REST CORP,,4083 BROADWAY,,NEW YORK,NY,10033,817485,,11/1/2015,10/31/2017,40.84416742,-73.93904038,"(40.84416742, -73.93904038)",4083 BROADWAY   NEW YORK   10033
1030354,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,764 GOMEZ RESTAURANT CORP,EL MALECON RESTAURANT,764 AMSTERDAM AVENUE,,NEW YORK,NY,10025,826925,,3/1/2014,2/29/2016,40.79490668,-73.96981227,"(40.79490668, -73.96981227)",764 AMSTERDAM AVENUE   NEW YORK   10025
1030372,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,207TH STREET LINA REST INC,,500A W 207TH STREET,,NEW YORK,NY,10034,817220,,11/1/2015,10/31/2017,40.86446097,-73.91906243,"(40.86446097, -73.91906243)",500A W 207TH STREET   NEW YORK   10034
1030373,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,4931 CAPITOL RESTAURANT INC,CAPITOL RESTAURANT,4933 BROADWAY,,NEW YORK,NY,10034,827804,,3/1/2015,2/28/2017,40.86762253,-73.92158552,"(40.86762253, -73.92158552)",4933 BROADWAY   NEW YORK   10034
1030383,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,A A CATERING INC,,631 9TH AVENUE,,NEW YORK,NY,10036,828132,,4/1/2015,3/31/2017,40.76003053,-73.991536,"(40.76003053, -73.991536)",631 9TH AVENUE   NEW YORK   10036
1030439,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,NUSA INDAH INC,BALI NUSA INDAH,651 9TH AVENUE,,NEW YORK,NY,10036,829144,,7/1/2015,6/30/2017,40.76063756,-73.99109926,"(40.76063756, -73.99109926)",651 9TH AVENUE   NEW YORK   10036
1030442,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,PHILKA GROCERY CORP,,55 W 45TH STREET,,NEW YORK,NY,10036,827711,8/31/2004,3/1/2015,2/28/2017,40.75618445,-73.9811886,"(40.75618445, -73.9811886)",55 W 45TH STREET   NEW YORK   10036
1030468,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,158 W FOOD CORP,TIMES DELI,158 W 44TH ST,,NEW YORK,NY,10036,827105,,1/1/2015,12/31/2016,40.75699922,-73.98538855,"(40.75699922, -73.98538855)",158 W 44TH ST   NEW YORK   10036
1030470,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,43RD STREET DELI INC,BELLA VITA PIZZERIA,211 W 43RD STREET,,NEW YORK,NY,10036,827586,10/10/2007,2/1/2015,1/31/2017,40.75685846,-73.98673838,"(40.75685846, -73.98673838)",211 W 43RD STREET   NEW YORK   10036
1030471,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,47TH ST FOOD INC,BLAKE & CO,7 W 47TH STREET,,NEW YORK,NY,10036,828171,,4/1/2015,3/31/2017,40.75684238,-73.97878626,"(40.75684238, -73.97878626)",7 W 47TH STREET   NEW YORK   10036
1030487,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BENBOON INC,BENNIES THAI CAFE,88 FULTON STREET,AKA 33 GOLD STREET,NEW YORK,NY,10038,828607,5/12/1997,5/1/2015,4/30/2017,40.70923183,-74.00590018,"(40.70923183, -74.00590018)",88 FULTON STREET   NEW YORK   10038
1030525,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,PEDRO A LOZANO,CABANA SALVADORENA REST,4384 BROADWAY,,NEW YORK,NY,10040,817260,,10/1/2015,9/30/2017,40.85429797,-73.93357234,"(40.85429797, -73.93357234)",4384 BROADWAY   NEW YORK   10040
1030547,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,DELIZIA AT 92ND ST REST INC,,1762 2ND AVENUE,,NEW YORK,NY,10128,827564,12/17/1987,2/1/2015,1/31/2017,40.78155329,-73.94895517,"(40.78155329, -73.94895517)",1762 2ND AVENUE   NEW YORK   10128
1030550,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,GENINO INC,VICO RISTORANTE,1302 MADISON AVENUE,,NEW YORK,NY,10128,828043,,4/1/2015,3/31/2017,40.78488963,-73.955919,"(40.78488963, -73.955919)",1302 MADISON AVENUE   NEW YORK   10128
1030552,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,J S H RESTAURANT CORP,,1232 MADISON AVENUE,,NEW YORK,NY,10128,827355,,2/1/2015,1/31/2017,40.78268559,-73.95752583,"(40.78268559, -73.95752583)",1232 MADISON AVENUE   NEW YORK   10128
1030588,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,THREE DECKER RESTAURANT LTD,,1746 SECOND AVE,,NEW YORK,NY,10128,827538,1/30/1997,3/1/2015,2/28/2017,40.78098799,-73.9493468,"(40.78098799, -73.9493468)",1746 SECOND AVE   NEW YORK   10128
1034228,TAVERN WINE,344,TW,New York City,1,NEW YORK,NERA CORPORATION,CAFE PICK ME UP,447 E 9TH ST,,NEW YORK,NY,10009,874647,,12/7/2015,7/31/2017,40.72778636,-73.98378172,"(40.72778636, -73.98378172)",447 E 9TH ST   NEW YORK   10009
1034231,TAVERN WINE,344,TW,New York City,1,NEW YORK,NUYORICAN POETS CAFE INC,NUYORICAN POETS CAFE,236 E 3RD ST,,NEW YORK,NY,10009,867310,4/12/2013,5/1/2015,4/30/2017,40.72204847,-73.9815125,"(40.72204847, -73.9815125)",236 E 3RD ST   NEW YORK   10009
1034244,TAVERN WINE,344,TW,New York City,1,NEW YORK,ANOTHEROOM INC,,249 W BROADWAY,AKA 1 3 WALKER STREET,NEW YORK,NY,10013,873480,11/19/2001,11/1/2015,10/31/2017,40.71979883,-74.0057459,"(40.71979883, -74.0057459)",249 W BROADWAY   NEW YORK   10013
1034250,TAVERN WINE,344,TW,New York City,1,NEW YORK,"OTHEROOM INC,THE",THE OTHEROOM,143 PERRY ST,,NEW YORK,NY,10014,871915,,9/1/2015,8/31/2017,40.73489544,-74.00805539,"(40.73489544, -74.00805539)",143 PERRY ST   NEW YORK   10014
1034263,TAVERN WINE,344,TW,New York City,1,NEW YORK,RENO PRODUCTIONS INC,THE WESTSIDE THEATRE,407 409 W 43RD ST,,NEW YORK,NY,10036,865980,,3/1/2015,2/28/2017,40.75922806,-73.99244208,"(40.75922806, -73.99244208)",407 409 W 43RD ST   NEW YORK   10036
1053133,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TOZZER LTD,NIAGRA,112 AVENUE A,,NEW YORK,NY,10009,836050,6/1/2001,6/6/2014,5/31/2016,40.72629882,-73.98325734,"(40.72629882, -73.98325734)",112 AVENUE A   NEW YORK   10009
1053137,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,136 WEST BROADWAY INC,EDWARD'S,136 W BROADWAY,,NEW YORK,NY,10013,850133,6/20/1996,6/15/2015,5/31/2017,40.71677831,-74.00829404,"(40.71677831, -74.00829404)",136 W BROADWAY   NEW YORK   10013
1053138,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,1337 THIRD AVENUE LLC,ATLANTIC GRILL,1337 39 41 3RD AVENUE,,NEW YORK,NY,10021,844835,3/6/1998,3/1/2015,2/28/2017,40.73082577,-73.98888892,"(40.73082577, -73.98888892)",1337 39 41 3RD AVENUE   NEW YORK   10021
1100172,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MACELLERIA RESTAURANT INC,,48 GANSEVOORT STREET,GREENWICH AVE & WASHINGTON ST,NEW YORK,NY,10014,836274,,7/1/2014,6/30/2016,40.73933689,-74.00652048,"(40.73933689, -74.00652048)",48 GANSEVOORT STREET   NEW YORK   10014
