LicenseSerialNumber,LicenseTypeName,LicenseClassCode,LicenseTypeCode,AgencyZoneOfficeName,AgencyZoneOfficeNumber,CountyNameLicensee,PremisesName,DBA,Address1,Address2,City,State,Zip,LicenseCertificateNumber,LicenseOriginalIssueDate,LicenseEffectiveDate,LicenseExpirationDate,Latitude,Longitude,Location,add
1271658,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,OXIDO CORP,ATLAS SOCIAL,753 9TH AVE,,NEW YORK,NY,10019,850837,8/21/2013,8/1/2015,7/31/2017,40.76389348,-73.98862639,"(40.76389348, -73.98862639)",753 9TH AVE   NEW YORK   10019
1271659,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,58 ASIAN CORP,,1066 1068 1ST AVE,AKA 401 E 58TH ST,NEW YORK,NY,10022,851064,9/3/2013,9/1/2015,8/31/2017,40.75910852,-73.96232619,"(40.75910852, -73.96232619)",1066 1068 1ST AVE   NEW YORK   10022
1271660,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,NAUGHTY GULL LLC,THE CLAM,420 HUDSON ST,,NEW YORK,NY,10014,855496,12/6/2013,12/1/2015,11/30/2017,40.73023689,-74.00684653,"(40.73023689, -74.00684653)",420 HUDSON ST   NEW YORK   10014
1271708,RESTAURANT WINE,341,RW,New York City,1,KINGS,FUCIAANA INC,,2478 CONEY ISLAND AVE,STORES 1 & 2,BROOKLYN,NY,11223,805235,5/14/2014,5/14/2014,4/30/2016,40.59646118,-73.96110222,"(40.59646118, -73.96110222)",2478 CONEY ISLAND AVE   BROOKLYN   11223
1271710,RESTAURANT WINE,341,RW,New York City,1,KINGS,QUETZALITO RESTAURANT INC,,964 MCDONALD AVE,,BROOKLYN,NY,11230,822504,11/28/2014,11/28/2014,10/31/2016,40.63040549,-73.97709397,"(40.63040549, -73.97709397)",964 MCDONALD AVE   BROOKLYN   11230
1271714,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LEGEND 72 LLC,,127 W 72ND ST,,NEW YORK,NY,10023,853529,10/1/2013,10/1/2015,9/30/2017,40.77784717,-73.97981363,"(40.77784717, -73.97981363)",127 W 72ND ST   NEW YORK   10023
1271720,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,HAVATEQUILA RESTAURANT PARTNERS LLC,EL VEZ,259 VESEY ST,,NEW YORK,NY,10282,810771,4/9/2014,4/22/2014,3/31/2016,40.7146888,-74.01557009,"(40.7146888, -74.01557009)",259 VESEY ST   NEW YORK   10282
1271727,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FOGO DE CHAO 53RD STREET NEW YORK LLC,FOGO DE CHAO,40 W 53RD ST,,NEW YORK,NY,10019,856264,12/6/2013,12/1/2015,11/30/2017,40.76095425,-73.97710778,"(40.76095425, -73.97710778)",40 W 53RD ST   NEW YORK   10019
1271740,RESTAURANT WINE,341,RW,New York City,1,KINGS,URBAN VINTAGE CORP,,294 GRAND AVE,,BROOKLYN,NY,11238,805401,9/9/2014,9/9/2014,8/31/2016,40.68784113,-73.96269727,"(40.68784113, -73.96269727)",294 GRAND AVE   BROOKLYN   11238
1271741,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SOLACE BAR & GRILL INC,,3496 BROADWAY AKA 540 W 143RD,AKA 540 W 143RD,NEW YORK,NY,10031,853588,10/28/2013,10/1/2015,9/30/2017,40.82499284,-73.95136912,"(40.82499284, -73.95136912)",3496 BROADWAY AKA 540 W 143RD   NEW YORK   10031
1271750,TAVERN WINE,344,TW,New York City,1,KINGS,BANDE A PART LLC,CAFE PAULETTE,136 DEKALB AVE,,BROOKLYN,NY,11217,871350,9/6/2013,9/1/2015,8/31/2017,40.68973711,-73.97613087,"(40.68973711, -73.97613087)",136 DEKALB AVE   BROOKLYN   11217
1271751,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,RESTAURANTE LA LIBERTAD CORP,,3764 BROADWAY,,NEW YORK,NY,10032,817197,10/1/2013,9/18/2015,9/30/2017,40.83354359,-73.94512901,"(40.83354359, -73.94512901)",3764 BROADWAY   NEW YORK   10032
1271767,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,SEV STUDIO LOUNGE LLC,,870 872 4TH AVE,,BROOKLYN,NY,11232,853205,10/24/2013,10/1/2015,9/30/2017,40.65676446,-74.00194853,"(40.65676446, -74.00194853)",870 872 4TH AVE   BROOKLYN   11232
1271774,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MMW CAFE LLC,BLOOM'S,208 E 58TH ST,,NEW YORK,NY,10022,853838,10/3/2013,10/1/2015,9/30/2017,40.76080703,-73.96675528,"(40.76080703, -73.96675528)",208 E 58TH ST   NEW YORK   10022
1271799,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ANALOGUE LLC,,19 W 8TH ST,,NEW YORK,NY,10011,855471,11/6/2013,11/6/2015,10/31/2017,40.73266627,-73.9973091,"(40.73266627, -73.9973091)",19 W 8TH ST   NEW YORK   10011
1271807,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,TIAN SHANG REN JIAN BAR INC,MASHA LI BAR,313 39TH ST,,BROOKLYN,NY,11232,853059,10/16/2013,10/1/2015,9/30/2017,40.65358516,-74.00774599,"(40.65358516, -74.00774599)",313 39TH ST   BROOKLYN   11232
1271847,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CASABLANCA BROOKLYN LTD,,300 MALCOLM X BLVD,,BROOKLYN,NY,11233,811247,7/25/2014,7/25/2014,6/30/2016,40.68266721,-73.92901369,"(40.68266721, -73.92901369)",300 MALCOLM X BLVD   BROOKLYN   11233
1271857,RESTAURANT WINE,341,RW,New York City,1,KINGS,SUSHIYAMA INC,,6612 AVENUE U,,BROOKLYN,NY,11234,816549,10/4/2013,10/1/2015,9/30/2017,40.61738912,-73.91084675,"(40.61738912, -73.91084675)",6612 AVENUE U   BROOKLYN   11234
1271863,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,XLR8 LLC,,266 BROOME ST,,NEW YORK,NY,10002,851082,9/5/2013,9/1/2015,8/31/2017,40.71817554,-73.99043259,"(40.71817554, -73.99043259)",266 BROOME ST   NEW YORK   10002
1271874,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PERGOLA 36 LLC,PERGOLA,36 WEST 28TH ST,,NEW YORK,NY,10001,853251,12/3/2013,11/1/2015,10/31/2017,40.74545068,-73.98912599,"(40.74545068, -73.98912599)",36 WEST 28TH ST   NEW YORK   10001
1271910,RESTAURANT WINE,341,RW,New York City,1,KINGS,LITTLE DOKEBI INC,LITTLE DOKEBI,85 DRIGGS AVE,,BROOKLYN,NY,11222,817015,10/9/2013,10/1/2015,9/30/2017,40.7232502,-73.94237961,"(40.7232502, -73.94237961)",85 DRIGGS AVE   BROOKLYN   11222
1271923,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ZA RESTAURANT MANAGEMENT LLC,RESERVE CUT,40 BROAD ST,,NEW YORK,NY,10004,850877,8/23/2013,8/1/2015,7/31/2017,40.70580279,-74.01140969,"(40.70580279, -74.01140969)",40 BROAD ST   NEW YORK   10004
1271936,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PARLOR RESTAURANT LLC,NORTH RIVER,166 1ST AVE,,NEW YORK,NY,10009,856388,12/17/2013,12/1/2015,11/30/2017,40.72885583,-73.98436806,"(40.72885583, -73.98436806)",166 1ST AVE   NEW YORK   10009
1271941,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,GREY CRESCENT LLC,BLACK CRESCENT,76 CLINTON ST,,NEW YORK,NY,10002,856045,12/3/2013,12/1/2015,11/30/2017,40.71903577,-73.98508939,"(40.71903577, -73.98508939)",76 CLINTON ST   NEW YORK   10002
1271943,RESTAURANT WINE,341,RW,New York City,1,KINGS,GOOD TASTE 88 INC,GOOD LUCK 88 RESTAURANT,773 52ND ST,,BROOKLYN,NY,11220,829487,8/13/2013,8/1/2015,7/31/2017,40.6403662,-74.0054944,"(40.6403662, -74.0054944)",773 52ND ST   BROOKLYN   11220
1271953,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,DEAR IRVING LLC,DEAR IRVING,55 IRVING PLACE 2ND FLOOR,,NEW YORK,NY,10003,810776,4/22/2014,4/22/2014,3/31/2016,40.73606432,-73.98722978,"(40.73606432, -73.98722978)",55 IRVING PLACE 2ND FLOOR   NEW YORK   10003
1271954,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BUBBYS MP LLC,BUBBY'S HIGH LINE,817 WASHINGTON ST,,NEW YORK,NY,10014,853703,10/4/2013,10/1/2015,9/30/2017,40.73949,-74.00803993,"(40.73949, -74.00803993)",817 WASHINGTON ST   NEW YORK   10014
1271957,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,HIGHBURY PUB LLC,HIGHBURY PUB,1002 CORTELYOU RD,,BROOKLYN,NY,11218,853451,10/9/2013,10/1/2015,9/30/2017,40.6392993,-73.96867916,"(40.6392993, -73.96867916)",1002 CORTELYOU RD   BROOKLYN   11218
1271967,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SWEET HOSPITALITY GROUP,,336 W 20TH ST,ATLANTIC THEATER,NEW YORK,NY,10011,850515,8/26/2013,8/1/2015,7/31/2017,40.74386994,-74.00091681,"(40.74386994, -74.00091681)",336 W 20TH ST   NEW YORK   10011
1271977,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,JIZZ BIZZ INC,CAFE GALLERY,2801 CONEY ISLAND AVE,,BROOKLYN,NY,11235,851474,9/3/2013,9/1/2015,8/31/2017,40.58828229,-73.96036121,"(40.58828229, -73.96036121)",2801 CONEY ISLAND AVE   BROOKLYN   11235
1271981,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,186 A ENTERPRISES INC,CORK 'N FORK,186 AVENUE A,,NEW YORK,NY,10009,817167,10/7/2013,10/1/2015,9/30/2017,40.72888203,-73.98145956,"(40.72888203, -73.98145956)",186 AVENUE A   NEW YORK   10009
1271984,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SOUL HAPPY LLC,AMUSE WINE BAR,121 LUDLOW ST,,NEW YORK,NY,10002,823013,10/18/2013,10/1/2015,9/30/2017,40.71971011,-73.98852362,"(40.71971011, -73.98852362)",121 LUDLOW ST   NEW YORK   10002
1272001,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SEKI INC,,208 W 23RD ST,,NEW YORK,NY,10011,855966,1/9/2014,1/1/2016,12/31/2017,40.74422124,-73.99593066,"(40.74422124, -73.99593066)",208 W 23RD ST   NEW YORK   10011
1272039,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,BAY RIDGE HOSPITALITY LLC,GROTTO ITALIAN TABLE,8901 3RD AVE,,BROOKLYN,NY,11209,830829,12/2/2014,12/2/2014,11/30/2016,40.621364,-74.03193375,"(40.621364, -74.03193375)",8901 3RD AVE   BROOKLYN   11209
1272040,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PERFORMANCE HOSPITALITY NYC LLC,ZANKEL HALL MAIN LEVEL BAR,154 W 57TH ST,"BASEMENT, MEZZANINE, & FL 1-5",NEW YORK,NY,10019,851917,9/18/2013,9/1/2015,8/31/2017,40.76497594,-73.97873753,"(40.76497594, -73.97873753)",154 W 57TH ST   NEW YORK   10019
1272059,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,JIM & ANDY INC,CONGRESS,208 COURT ST,,BROOKLYN,NY,11201,855136,12/2/2013,12/1/2015,11/30/2017,40.68682448,-73.99375286,"(40.68682448, -73.99375286)",208 COURT ST   BROOKLYN   11201
1272073,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,OLMA SERVICE 21 GROUP LLC,,768 5TH AVE,#GC13,NEW YORK,NY,10019,854691,11/12/2013,11/1/2015,10/31/2017,40.76398018,-73.9732261,"(40.76398018, -73.9732261)",768 5TH AVE   NEW YORK   10019
1272075,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,74 W PIZZA CORP,PATSY'S PIZZERIA,61 W 74TH ST,,NEW YORK,NY,10023,817188,10/7/2013,9/18/2015,9/30/2017,40.77826087,-73.97672067,"(40.77826087, -73.97672067)",61 W 74TH ST   NEW YORK   10023
1272081,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,E & E RESTAURANT 2 LLC,HILL & BAY,581 2ND AVE,,NEW YORK,NY,10016,851230,9/10/2013,9/1/2015,8/31/2017,40.7433945,-73.97686831,"(40.7433945, -73.97686831)",581 2ND AVE   NEW YORK   10016
1272107,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MILE END SANDWICH LLC,MILE END SANDWICH,53 BOND ST,,NEW YORK,NY,10012,817050,8/30/2013,9/9/2015,7/31/2017,40.72616255,-73.99318184,"(40.72616255, -73.99318184)",53 BOND ST   NEW YORK   10012
1272111,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,B & G RESTAURANTS LLC,BARLEY & GRAIN,421 AMSTERDAM AVE,,NEW YORK,NY,10024,853536,11/18/2013,11/1/2015,10/31/2017,40.78383505,-73.97781024,"(40.78383505, -73.97781024)",421 AMSTERDAM AVE   NEW YORK   10024
1272113,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MON CHER MARKET INC,,339 BROADWAY,,NEW YORK,NY,10013,816808,9/4/2013,9/1/2015,8/31/2017,40.71660072,-74.0042167,"(40.71660072, -74.0042167)",339 BROADWAY   NEW YORK   10013
1272114,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,BERRY STREET ASSOCIATES LLC,DIVIERA DRIVE,131 BERRY ST,,BROOKLYN,NY,11211,831451,4/15/2015,4/15/2015,3/31/2017,40.71847025,-73.95919198,"(40.71847025, -73.95919198)",131 BERRY ST   BROOKLYN   11211
1272173,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,AHANA JAPANESE FUSION CUISINE INC,AHANA ASIAN FUSION CUISINE,1154 1ST AVE,MIDDLE STORE,NEW YORK,NY,10065,828794,7/29/2013,7/1/2015,6/30/2017,40.76220268,-73.96006417,"(40.76220268, -73.96006417)",1154 1ST AVE   NEW YORK   10065
1272175,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,HERE & NOW INC,MISS KOREA,10 W 32ND ST,2ND FLOOR,NEW YORK,NY,10001,851765,9/26/2013,9/1/2015,8/31/2017,40.74741247,-73.98612159,"(40.74741247, -73.98612159)",10 W 32ND ST   NEW YORK   10001
1272185,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,SUNSET PERK CAFE INC,THE SPOT BAR LOUNGE,483 39TH ST,,BROOKLYN,NY,11232,851984,9/4/2013,9/1/2015,8/31/2017,40.65151734,-74.0043054,"(40.65151734, -74.0043054)",483 39TH ST   BROOKLYN   11232
1272190,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,RJJ RESTAURANT LLC,EMPIRE STEAK HOUSE,237 W 54TH ST,,NEW YORK,NY,10019,839719,12/12/2013,12/1/2015,11/30/2017,40.76411021,-73.98266511,"(40.76411021, -73.98266511)",237 W 54TH ST   NEW YORK   10019
1272191,RESTAURANT WINE,341,RW,New York City,1,KINGS,FUKI SUSHI HOUSE INC,FUKI SUSHI JAPANESE CUISINE,8509 18TH AVE,,BROOKLYN,NY,11214,829185,7/29/2013,7/1/2015,6/30/2017,40.60775906,-74.00201965,"(40.60775906, -74.00201965)",8509 18TH AVE   BROOKLYN   11214
1272195,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ICON TWO LLC,REBELLE,218 220 BOWERY,,NEW YORK,NY,10012,855537,12/11/2013,12/4/2015,11/30/2017,40.72200657,-73.99344959,"(40.72200657, -73.99344959)",218 220 BOWERY   NEW YORK   10012
1272206,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SWEET HOSPITALITY GROUP,,111 W 46TH ST,STEINBERG CENTER FOR THEATER,NEW YORK,NY,10036,850512,8/26/2013,8/1/2015,7/31/2017,40.75759965,-73.9827446,"(40.75759965, -73.9827446)",111 W 46TH ST   NEW YORK   10036
1272225,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,GOOD VISION TASTE INC,SIGNATURE & FABERGE,2007 2011 EMMONS AVE,,BROOKLYN,NY,11235,851232,9/17/2013,9/1/2015,8/31/2017,40.58373958,-73.94833799,"(40.58373958, -73.94833799)",2007 2011 EMMONS AVE   BROOKLYN   11235
1272226,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FILLIP'S CATERING INC,CHAMPIGNON,200 202 7TH AVE,,NEW YORK,NY,10011,851549,9/17/2013,9/1/2015,8/31/2017,40.74333578,-73.99644731,"(40.74333578, -73.99644731)",200 202 7TH AVE   NEW YORK   10011
1272240,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,GOLDEN UNICORN GOURMET CORP,,16 18 E BROADWAY,"2ND, 3RD FL & 4TH",NEW YORK,NY,10002,854608,11/25/2013,11/1/2015,10/31/2017,40.71348171,-73.99694499,"(40.71348171, -73.99694499)",16 18 E BROADWAY   NEW YORK   10002
1272250,TAVERN WINE,344,TW,New York City,1,NEW YORK,267 LAFAYETTE GROCERY LLC,BOTTEGA FALAI,267 LAFAYETTE ST,,NEW YORK,NY,10012,873535,10/17/2013,10/21/2015,9/30/2017,40.72356974,-73.99655182,"(40.72356974, -73.99655182)",267 LAFAYETTE ST   NEW YORK   10012
1272267,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,COLINA BAR CORP,,2263 2ND AVE,,NEW YORK,NY,10035,854816,11/27/2013,11/1/2015,10/31/2017,40.79708489,-73.93771005,"(40.79708489, -73.93771005)",2263 2ND AVE   NEW YORK   10035
1272269,RESTAURANT WINE,341,RW,New York City,1,KINGS,1267 CAFE LLC,GOURMET K,1267 CONEY ISLAND AVE,,BROOKLYN,NY,11230,830051,1/10/2014,1/1/2016,12/31/2017,40.6267052,-73.96547155,"(40.6267052, -73.96547155)",1267 CONEY ISLAND AVE   BROOKLYN   11230
1272273,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MANICH BROTHERS LLC,EL BORN,651 MANHATTAN AVE,,BROOKLYN,NY,11222,854189,11/12/2013,11/1/2015,10/31/2017,40.72436907,-73.95112814,"(40.72436907, -73.95112814)",651 MANHATTAN AVE   BROOKLYN   11222
1272276,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,CUTTING BOARD INC,,53 BAYARD ST,,NEW YORK,NY,10013,829630,11/7/2013,11/1/2015,10/31/2017,40.71533269,-73.99763999,"(40.71533269, -73.99763999)",53 BAYARD ST   NEW YORK   10013
1272286,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BUKEFAL LLC,CIBO E VINO,2418 BROADWAY,,NEW YORK,NY,10024,854922,3/12/2014,11/1/2015,10/31/2017,40.79015314,-73.97493662,"(40.79015314, -73.97493662)",2418 BROADWAY   NEW YORK   10024
1272287,RESTAURANT WINE,341,RW,New York City,1,KINGS,KIRVEM CORP,ISTANBUL PARK,293 7TH AVE,,BROOKLYN,NY,11215,816986,10/28/2013,10/1/2015,9/30/2017,40.66795418,-73.98068597,"(40.66795418, -73.98068597)",293 7TH AVE   BROOKLYN   11215
1272294,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,NY TAKUMI INC,RAMEN TAKUMI,1 UNIVERSITY PL,STORE #2,NEW YORK,NY,10003,816646,9/6/2013,9/1/2015,8/31/2017,40.7307454,-73.99553756,"(40.7307454, -73.99553756)",1 UNIVERSITY PL   NEW YORK   10003
1272297,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SUSHI NAKAZAWA LLC,,23 COMMERCE ST,,NEW YORK,NY,10014,829375,8/19/2013,8/1/2015,7/31/2017,40.73161418,-74.0046825,"(40.73161418, -74.0046825)",23 COMMERCE ST   NEW YORK   10014
1272338,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CHEF JEREMY LTD,HOJA SANTA,250 DEKALB AVE,,BROOKLYN,NY,11205,851955,9/27/2013,9/1/2015,8/31/2017,40.68946575,-73.96907232,"(40.68946575, -73.96907232)",250 DEKALB AVE   BROOKLYN   11205
1272342,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SAWA RESTAURANT CORP,MIRAMAR NYC,21 S END AVE,CORNER STORE,NEW YORK,NY,10280,847035,8/15/2013,8/1/2015,7/31/2017,40.7080395,-74.01773864,"(40.7080395, -74.01773864)",21 S END AVE   NEW YORK   10280
1272350,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SHANASHEEL CORP,LA SULTANA,124 EAST 4TH ST,,NEW YORK,NY,10003,829821,12/11/2013,12/1/2015,11/30/2017,40.72539459,-73.98756352,"(40.72539459, -73.98756352)",124 EAST 4TH ST   NEW YORK   10003
1272351,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,CORNER 25 CORP,ROSE HILL TAVERN,337 3RD AVE,,NEW YORK,NY,10010,856345,12/4/2013,12/1/2015,11/30/2017,40.74002425,-73.98224527,"(40.74002425, -73.98224527)",337 3RD AVE   NEW YORK   10010
1272352,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MAMAMITO INC,MITOUSHI JAPANESE FUSION,1712 1714  SHEEPSHEAD BAY RD,,BROOKLYN,NY,11235,855967,1/17/2014,1/1/2016,12/31/2017,40.58572702,-73.9517578,"(40.58572702, -73.9517578)",1712 1714  SHEEPSHEAD BAY RD   BROOKLYN   11235
1272386,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,RED CARROTS RESTAURANTS INC,CHINA MOON,7 E 47TH ST,,NEW YORK,NY,10017,829416,9/17/2013,9/1/2015,8/31/2017,40.7565165,-73.97819538,"(40.7565165, -73.97819538)",7 E 47TH ST   NEW YORK   10017
1272395,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,HELL'S CHICKEN LLC,,641 10TH AVE,SOUTH STORE,NEW YORK,NY,10036,851394,9/24/2013,9/1/2015,8/31/2017,40.76174055,-73.99392482,"(40.76174055, -73.99392482)",641 10TH AVE   NEW YORK   10036
1272441,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CASABLANCA BAR & GRILL INC,,1810 FLATBUSH AVE,,BROOKLYN,NY,11210,856342,12/24/2013,12/1/2015,11/30/2017,40.62593649,-73.9403488,"(40.62593649, -73.9403488)",1810 FLATBUSH AVE   BROOKLYN   11210
1272446,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BO'S BONTEMPS LLC,BOS,6 W 24TH ST,,NEW YORK,NY,10010,853242,10/10/2013,10/1/2015,9/30/2017,40.74238185,-73.98949693,"(40.74238185, -73.98949693)",6 W 24TH ST   NEW YORK   10010
1272454,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,B & E PASTRIES INC,BUDAPEST,1631 2ND AVE,84TH & 85TH STREETS,NEW YORK,NY,10028,829503,11/19/2013,11/1/2015,10/31/2017,40.77692564,-73.95241827,"(40.77692564, -73.95241827)",1631 2ND AVE   NEW YORK   10028
1272473,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PBQ LLC,BARBACON,832 836 9TH AVE,,NEW YORK,NY,10019,856282,12/5/2013,12/1/2015,11/30/2017,40.76648252,-73.98674966,"(40.76648252, -73.98674966)",832 836 9TH AVE   NEW YORK   10019
1272480,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CATS ON THE BAY INC,,2027 EMMONS AVE,GROUND FLOOR,BROOKLYN,NY,11235,853622,10/3/2013,10/1/2015,9/30/2017,40.58374504,-73.9481676,"(40.58374504, -73.9481676)",2027 EMMONS AVE   BROOKLYN   11235
1272496,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,VEGAN WHOLESALE FOODS CORP,,156 5TH AVE,,BROOKLYN,NY,11217,851857,9/23/2013,9/1/2015,8/31/2017,40.67806909,-73.97933808,"(40.67806909, -73.97933808)",156 5TH AVE   BROOKLYN   11217
1272499,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,GUSTO THAI INC,TUM & YUM,917 COLUMBUS AVE,,NEW YORK,NY,10025,854634,10/3/2013,10/8/2015,9/30/2017,40.7984702,-73.96341521,"(40.7984702, -73.96341521)",917 COLUMBUS AVE   NEW YORK   10025
1272518,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,D AVENUE LLC,,673 FLATBUSH AVE,GROUND FLOOR,BROOKLYN,NY,11225,856190,12/3/2013,12/1/2015,11/30/2017,40.65677612,-73.96013921,"(40.65677612, -73.96013921)",673 FLATBUSH AVE   BROOKLYN   11225
1272520,RESTAURANT WINE,341,RW,New York City,1,KINGS,PHO TAY HO 86 VIETNAMESE RESTAURANT INC,PHO TAY HO VIETNAMESE RESTAURANT,2351 86TH ST,,BROOKLYN,NY,11214,829737,10/25/2013,11/5/2015,9/30/2017,40.59982733,-73.99035721,"(40.59982733, -73.99035721)",2351 86TH ST   BROOKLYN   11214
1272537,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,NB32 LLC,"BAEKJEONG, KANG HODONG BAEKJEONG",319 5TH AVE,GROUND FL AND MEZZANINE,NEW YORK,NY,10016,830584,10/9/2014,10/9/2014,9/30/2016,40.74716574,-73.98547457,"(40.74716574, -73.98547457)",319 5TH AVE   NEW YORK   10016
1272538,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MELOTTI USA LLC,RISOTTERIA MELOTTI,309 E 5TH ST,STORE #2,NEW YORK,NY,10003,817358,10/4/2013,10/1/2015,9/30/2017,40.72668394,-73.98875946,"(40.72668394, -73.98875946)",309 E 5TH ST   NEW YORK   10003
1272551,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SABOR DE ESPANA LLC,BLACK IRON BURGER,540 E 5TH ST,,NEW YORK,NY,10009,829967,12/11/2013,12/4/2015,11/30/2017,40.72444149,-73.98342838,"(40.72444149, -73.98342838)",540 E 5TH ST   NEW YORK   10009
1272564,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,NICKCORA BELLA LTD,GARFIELD'S GRILL AND CHILL,274 4TH AVE,,BROOKLYN,NY,11215,850887,8/15/2013,8/1/2015,7/31/2017,40.6759125,-73.98416877,"(40.6759125, -73.98416877)",274 4TH AVE   BROOKLYN   11215
1272568,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,BROOKLYN MOON CAFE INC,,745 FULTON ST,,BROOKLYN,NY,11217,854022,10/3/2013,10/1/2015,9/30/2017,40.68645377,-73.97478996,"(40.68645377, -73.97478996)",745 FULTON ST   BROOKLYN   11217
1272569,RESTAURANT WINE,341,RW,New York City,1,KINGS,ALUK 888 INC,CHINESE MUSICIAN RESTAURANT,151 GREENPOINT AVE,,BROOKLYN,NY,11222,829536,11/22/2013,11/1/2015,10/31/2017,40.73024366,-73.95370348,"(40.73024366, -73.95370348)",151 GREENPOINT AVE   BROOKLYN   11222
1272574,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,688 10TH AVE RESTAURANT CORP,HAVANA SOCIAL NYC,688 10TH AVE,,NEW YORK,NY,10019,852902,9/6/2013,9/1/2015,8/31/2017,40.76349435,-73.99264627,"(40.76349435, -73.99264627)",688 10TH AVE   NEW YORK   10019
1272577,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,GOOD BAR LLC,THE BRIDGES,66 WATER ST,,BROOKLYN,NY,11201,810989,6/3/2014,5/20/2014,4/30/2016,40.70327334,-73.99144176,"(40.70327334, -73.99144176)",66 WATER ST   BROOKLYN   11201
